year,state,state_po,state_fips,state_cen,state_ic,office,candidate,party_detailed,writein,candidatevotes,totalvotes,version,notes,party_simplified,rank
2000,UTAH,UT,49,87,67,US PRESIDENT,"PHILLIPS, HOWARD",INDEPENDENT AMERICAN,False,2709,770754,20210113,,OTHER,6.0
2000,UTAH,UT,49,87,67,US PRESIDENT,"HAGELIN, JOHN",NATURAL LAW,False,763,770754,20210113,,OTHER,7.0
2000,UTAH,UT,49,87,67,US PRESIDENT,"HARRIS, JAMES",SOCIALIST WORKERS,False,186,770754,20210113,,OTHER,8.0
2000,UTAH,UT,49,87,67,US PRESIDENT,,NO PARTY AFFILIATION,False,161,770754,20210113,,OTHER,9.0
2000,UTAH,UT,49,87,67,US PRESIDENT,,,True,1,770754,20210113,,OTHER,10.0
2000,VERMONT,VT,50,13,6,US PRESIDENT,"GORE, AL",DEMOCRAT,False,149022,294308,20210113,,DEMOCRAT,1.0
2000,VERMONT,VT,50,13,6,US PRESIDENT,"BUSH, GEORGE W.",REPUBLICAN,False,119775,294308,20210113,,REPUBLICAN,2.0
2000,VERMONT,VT,50,13,6,US PRESIDENT,"NADER, RALPH",PROGRESSIVE/GREEN,False,20374,294308,20210113,,OTHER,3.0
2000,VERMONT,VT,50,13,6,US PRESIDENT,"BUCHANAN, PATRICK """"PAT""""",REFORM PARTY,False,2192,294308,20210113,,OTHER,4.0
2000,VERMONT,VT,50,13,6,US PRESIDENT,"DENNIS """"DENNY"""", LANE",VERMONT GRASSROOTS,False,1044,294308,20210113,,OTHER,5.0
2000,VERMONT,VT,50,13,6,US PRESIDENT,"BROWNE, HARRY",LIBERTARIAN,False,784,294308,20210113,,LIBERTARIAN,6.0
2000,VERMONT,VT,50,13,6,US PRESIDENT,,,True,514,294308,20210113,,OTHER,7.0
2000,VERMONT,VT,50,13,6,US PRESIDENT,"HAGELIN, JOHN",NATURAL LAW,False,219,294308,20210113,,OTHER,8.0
2000,VERMONT,VT,50,13,6,US PRESIDENT,"MCREYNOLDS, DAVID",LIBERTY UNION PARTY,False,161,294308,20210113,,OTHER,9.0
2000,VERMONT,VT,50,13,6,US PRESIDENT,"PHILLIPS, HOWARD",CONSTITUTION PARTY,False,153,294308,20210113,,OTHER,10.0
2000,VERMONT,VT,50,13,6,US PRESIDENT,"HARRIS, JAMES",SOCIALIST WORKERS,False,70,294308,20210113,,OTHER,11.0
2000,VIRGINIA,VA,51,54,40,US PRESIDENT,"BUSH, GEORGE W.",REPUBLICAN,False,1437490,2739447,20210113,,REPUBLICAN,1.0
2000,VIRGINIA,VA,51,54,40,US PRESIDENT,"GORE, AL",DEMOCRAT,False,1217290,2739447,20210113,,DEMOCRAT,2.0
2000,VIRGINIA,VA,51,54,40,US PRESIDENT,"NADER, RALPH",GREEN,False,59398,2739447,20210113,,OTHER,3.0
2000,VIRGINIA,VA,51,54,40,US PRESIDENT,"BROWNE, HARRY",LIBERTARIAN,False,15198,2739447,20210113,,LIBERTARIAN,4.0
2000,VIRGINIA,VA,51,54,40,US PRESIDENT,"BUCHANAN, PATRICK """"PAT""""",REFORM PARTY,False,5455,2739447,20210113,,OTHER,5.0
2000,VIRGINIA,VA,51,54,40,US PRESIDENT,,,True,2807,2739447,20210113,,OTHER,6.0
2000,VIRGINIA,VA,51,54,40,US PRESIDENT,"PHILLIPS, HOWARD",CONSERVATIVE,False,1809,2739447,20210113,,OTHER,7.0
2000,WASHINGTON,WA,53,91,73,US PRESIDENT,"GORE, AL",DEMOCRAT,False,1247652,2487433,20210113,,DEMOCRAT,1.0
2000,WASHINGTON,WA,53,91,73,US PRESIDENT,"BUSH, GEORGE W.",REPUBLICAN,False,1108864,2487433,20210113,,REPUBLICAN,2.0
2000,WASHINGTON,WA,53,91,73,US PRESIDENT,"NADER, RALPH",GREEN,False,103002,2487433,20210113,,OTHER,3.0
2000,WASHINGTON,WA,53,91,73,US PRESIDENT,"BROWNE, HARRY",LIBERTARIAN,False,13135,2487433,20210113,,LIBERTARIAN,4.0
2000,WASHINGTON,WA,53,91,73,US PRESIDENT,"BUCHANAN, PATRICK """"PAT""""",FREEDOM,False,7171,2487433,20210113,,OTHER,5.0
2000,WASHINGTON,WA,53,91,73,US PRESIDENT,"HAGELIN, JOHN",NATURAL LAW,False,2927,2487433,20210113,,OTHER,6.0
2000,WASHINGTON,WA,53,91,73,US PRESIDENT,"PHILLIPS, HOWARD",CONSTITUTION PARTY,False,1989,2487433,20210113,,OTHER,7.0
2000,WASHINGTON,WA,53,91,73,US PRESIDENT,"MOOREHEAD, MONICA",WORKERS WORLD,False,1729,2487433,20210113,,OTHER,8.0
2000,WASHINGTON,WA,53,91,73,US PRESIDENT,"MCREYNOLDS, DAVID",SOCIALIST,False,660,2487433,20210113,,OTHER,9.0
2000,WASHINGTON,WA,53,91,73,US PRESIDENT,"HARRIS, JAMES",SOCIALIST WORKERS,False,304,2487433,20210113,,OTHER,10.0
2000,WEST VIRGINIA,WV,54,55,56,US PRESIDENT,"BUSH, GEORGE W.",REPUBLICAN,False,336475,648124,20210113,,REPUBLICAN,1.0
2000,WEST VIRGINIA,WV,54,55,56,US PRESIDENT,"GORE, AL",DEMOCRAT,False,295497,648124,20210113,,DEMOCRAT,2.0
2000,WEST VIRGINIA,WV,54,55,56,US PRESIDENT,"NADER, RALPH",GREEN,False,10680,648124,20210113,,OTHER,3.0
2000,WEST VIRGINIA,WV,54,55,56,US PRESIDENT,"BUCHANAN, PATRICK """"PAT""""",REFORM PARTY,False,3169,648124,20210113,,OTHER,4.0
2000,WEST VIRGINIA,WV,54,55,56,US PRESIDENT,"BROWNE, HARRY",LIBERTARIAN,False,1912,648124,20210113,,LIBERTARIAN,5.0
2000,WEST VIRGINIA,WV,54,55,56,US PRESIDENT,"HAGELIN, JOHN",NATURAL LAW,False,367,648124,20210113,,OTHER,6.0
2000,WEST VIRGINIA,WV,54,55,56,US PRESIDENT,,,True,24,648124,20210113,,OTHER,7.0
2000,WISCONSIN,WI,55,35,25,US PRESIDENT,"GORE, AL",DEMOCRAT,False,1242987,2598607,20210113,,DEMOCRAT,1.0
2000,WISCONSIN,WI,55,35,25,US PRESIDENT,"BUSH, GEORGE W.",REPUBLICAN,False,1237279,2598607,20210113,,REPUBLICAN,2.0
2000,WISCONSIN,WI,55,35,25,US PRESIDENT,"NADER, RALPH",GREEN,False,94070,2598607,20210113,,OTHER,3.0
2000,WISCONSIN,WI,55,35,25,US PRESIDENT,,INDEPENDENT,False,13693,2598607,20210113,,OTHER,4.0
2000,WISCONSIN,WI,55,35,25,US PRESIDENT,"BROWNE, HARRY",LIBERTARIAN,False,6640,2598607,20210113,,LIBERTARIAN,5.0
2000,WISCONSIN,WI,55,35,25,US PRESIDENT,,CONSTITUTION PARTY,False,2042,2598607,20210113,,OTHER,6.0
2000,WISCONSIN,WI,55,35,25,US PRESIDENT,SCATTERING,,False,1896,2598607,20210113,,OTHER,7.0
2000,WYOMING,WY,56,83,68,US PRESIDENT,"BUSH, GEORGE W.",REPUBLICAN,False,147947,213726,20210113,,REPUBLICAN,1.0
2000,WYOMING,WY,56,83,68,US PRESIDENT,"GORE, AL",DEMOCRAT,False,60481,213726,20210113,,DEMOCRAT,2.0
2000,WYOMING,WY,56,83,68,US PRESIDENT,"BUCHANAN, PATRICK """"PAT""""",REFORM PARTY,False,2724,213726,20210113,,OTHER,3.0
2000,WYOMING,WY,56,83,68,US PRESIDENT,"BROWNE, HARRY",LIBERTARIAN,False,1443,213726,20210113,,LIBERTARIAN,4.0
2000,WYOMING,WY,56,83,68,US PRESIDENT,"PHILLIPS, HOWARD",INDEPENDENT,False,720,213726,20210113,,OTHER,5.0
2000,WYOMING,WY,56,83,68,US PRESIDENT,"HAGELIN, JOHN",NATURAL LAW,False,411,213726,20210113,,OTHER,6.0
2004,ALABAMA,AL,1,63,41,US PRESIDENT,"BUSH, GEORGE W.",REPUBLICAN,False,1176394,1883415,20210113,,REPUBLICAN,1.0
2004,ALABAMA,AL,1,63,41,US PRESIDENT,"KERRY, JOHN",DEMOCRAT,False,693933,1883415,20210113,,DEMOCRAT,2.0
2004,ALABAMA,AL,1,63,41,US PRESIDENT,OTHER,INDEPENDENT,False,12190,1883415,20210113,,OTHER,3.0
2004,ALABAMA,AL,1,63,41,US PRESIDENT,OTHER,,True,898,1883415,20210113,,OTHER,4.0
2004,ALASKA,AK,2,94,81,US PRESIDENT,"BUSH, GEORGE W.",REPUBLICAN,False,190889,312598,20210113,,REPUBLICAN,1.0
2004,ALASKA,AK,2,94,81,US PRESIDENT,"KERRY, JOHN",DEMOCRAT,False,111025,312598,20210113,,DEMOCRAT,2.0
2004,ALASKA,AK,2,94,81,US PRESIDENT,"NADER, RALPH",POPULIST,False,5069,312598,20210113,,OTHER,3.0
2004,ALASKA,AK,2,94,81,US PRESIDENT,"PEROUTKA, MICHAEL",ALASKAN INDEPENDENCE PARTY,False,2092,312598,20210113,,OTHER,4.0
2004,ALASKA,AK,2,94,81,US PRESIDENT,"BADNARIK, MICHAEL",LIBERTARIAN,False,1675,312598,20210113,,LIBERTARIAN,5.0
2004,ALASKA,AK,2,94,81,US PRESIDENT,"COBB, DAVID",GREEN,False,1058,312598,20210113,,OTHER,6.0
2004,ALASKA,AK,2,94,81,US PRESIDENT,OTHER,,True,790,312598,20210113,,OTHER,7.0
2004,ARIZONA,AZ,4,86,61,US PRESIDENT,"BUSH, GEORGE W.",REPUBLICAN,False,1104294,2012585,20210113,,REPUBLICAN,1.0
2004,ARIZONA,AZ,4,86,61,US PRESIDENT,"KERRY, JOHN",DEMOCRAT,False,893524,2012585,20210113,,DEMOCRAT,2.0
2004,ARIZONA,AZ,4,86,61,US PRESIDENT,"BADNARIK, MICHAEL",LIBERTARIAN,False,11856,2012585,20210113,,LIBERTARIAN,3.0
2004,ARIZONA,AZ,4,86,61,US PRESIDENT,OTHER,,True,2911,2012585,20210113,,OTHER,4.0
2004,ARKANSAS,AR,5,71,42,US PRESIDENT,"BUSH, GEORGE W.",REPUBLICAN,False,572898,1054945,20210113,,REPUBLICAN,1.0
2004,ARKANSAS,AR,5,71,42,US PRESIDENT,"KERRY, JOHN",DEMOCRAT,False,469953,1054945,20210113,,DEMOCRAT,2.0
2004,ARKANSAS,AR,5,71,42,US PRESIDENT,"NADER, RALPH",POPULIST,False,6171,1054945,20210113,,OTHER,3.0
2004,ARKANSAS,AR,5,71,42,US PRESIDENT,"BADNARIK, MICHAEL",LIBERTARIAN,False,2352,1054945,20210113,,LIBERTARIAN,4.0
2004,ARKANSAS,AR,5,71,42,US PRESIDENT,"PEROUTKA, MICHAEL",CONSTITUTION PARTY,False,2083,1054945,20210113,,OTHER,5.0
2004,ARKANSAS,AR,5,71,42,US PRESIDENT,"COBB, DAVID",GREEN,False,1488,1054945,20210113,,OTHER,6.0
2004,CALIFORNIA,CA,6,93,71,US PRESIDENT,"KERRY, JOHN",DEMOCRAT,False,6745485,12421353,20210113,,DEMOCRAT,1.0
2004,CALIFORNIA,CA,6,93,71,US PRESIDENT,"BUSH, GEORGE W.",REPUBLICAN,False,5509826,12421353,20210113,,REPUBLICAN,2.0
2004,CALIFORNIA,CA,6,93,71,US PRESIDENT,"BADNARIK, MICHAEL",LIBERTARIAN,False,50165,12421353,20210113,,LIBERTARIAN,3.0
2004,CALIFORNIA,CA,6,93,71,US PRESIDENT,"COBB, DAVID",GREEN,False,40771,12421353,20210113,,OTHER,4.0
2004,CALIFORNIA,CA,6,93,71,US PRESIDENT,"PELTIER, LEONARD",PEACE & FREEDOM,False,27607,12421353,20210113,,OTHER,5.0
2004,CALIFORNIA,CA,6,93,71,US PRESIDENT,"PEROUTKA, MICHAEL",AMERICAN INDEPENDENT PARTY,False,26645,12421353,20210113,,OTHER,6.0
2004,CALIFORNIA,CA,6,93,71,US PRESIDENT,OTHER,,True,20854,12421353,20210113,,OTHER,7.0
2004,COLORADO,CO,8,84,62,US PRESIDENT,"BUSH, GEORGE W.",REPUBLICAN,False,1101255,2129630,20210113,,REPUBLICAN,1.0
2004,COLORADO,CO,8,84,62,US PRESIDENT,"KERRY, JOHN",DEMOCRAT,False,1001732,2129630,20210113,,DEMOCRAT,2.0
2004,COLORADO,CO,8,84,62,US PRESIDENT,"NADER, RALPH",REFORM PARTY,False,12718,2129630,20210113,,OTHER,3.0
2004,COLORADO,CO,8,84,62,US PRESIDENT,"BADNARIK, MICHAEL",LIBERTARIAN,False,7664,2129630,20210113,,LIBERTARIAN,4.0
2004,COLORADO,CO,8,84,62,US PRESIDENT,"PEROUTKA, MICHAEL",AMERICAN CONSTITUTION PARTY,False,2562,2129630,20210113,,OTHER,5.0
2004,COLORADO,CO,8,84,62,US PRESIDENT,"COBB, DAVID",GREEN,False,1591,2129630,20210113,,OTHER,6.0
2004,COLORADO,CO,8,84,62,US PRESIDENT,"ANDRESS, STANFORD",UNAFFILIATED,False,804,2129630,20210113,,OTHER,7.0
2004,COLORADO,CO,8,84,62,US PRESIDENT,"AMONDSON, GENE",CONCERNS OF PEOPLE,False,378,2129630,20210113,,OTHER,8.0
2004,COLORADO,CO,8,84,62,US PRESIDENT,"VAN AUKEN, BILL",SOCIALIST EQUALITY PARTY,False,329,2129630,20210113,,OTHER,9.0
2004,COLORADO,CO,8,84,62,US PRESIDENT,"CALERO, ROGER",SOCIALIST WORKERS,False,241,2129630,20210113,,OTHER,10.0
2004,COLORADO,CO,8,84,62,US PRESIDENT,"BROWN, WALT",SOCIALIST,False,216,2129630,20210113,,OTHER,11.0
2004,COLORADO,CO,8,84,62,US PRESIDENT,"DODGE, EARL",PROHIBITION,False,140,2129630,20210113,,OTHER,12.0
2004,CONNECTICUT,CT,9,16,1,US PRESIDENT,"KERRY, JOHN",DEMOCRAT,False,857488,1578769,20210113,,DEMOCRAT,1.0
2004,CONNECTICUT,CT,9,16,1,US PRESIDENT,"BUSH, GEORGE W.",REPUBLICAN,False,693826,1578769,20210113,,REPUBLICAN,2.0
2004,CONNECTICUT,CT,9,16,1,US PRESIDENT,"NADER, RALPH",PETITIONING CANDIDATE,False,12969,1578769,20210113,,OTHER,3.0
2004,CONNECTICUT,CT,9,16,1,US PRESIDENT,"COBB, DAVID",GREEN,False,9564,1578769,20210113,,OTHER,4.0
2004,CONNECTICUT,CT,9,16,1,US PRESIDENT,"BADNARIK, MICHAEL",LIBERTARIAN,False,3367,1578769,20210113,,LIBERTARIAN,5.0
2004,CONNECTICUT,CT,9,16,1,US PRESIDENT,"PEROUTKA, MICHAEL",CONCERNED CITIZENS,False,1543,1578769,20210113,,OTHER,6.0
2004,CONNECTICUT,CT,9,16,1,US PRESIDENT,"CALERO, ROGER",SOCIALIST WORKERS,True,12,1578769,20210113,,OTHER,7.0
2004,DELAWARE,DE,10,51,11,US PRESIDENT,"KERRY, JOHN",DEMOCRAT,False,200152,375190,20210113,,DEMOCRAT,1.0
2004,DELAWARE,DE,10,51,11,US PRESIDENT,"BUSH, GEORGE W.",REPUBLICAN,False,171660,375190,20210113,,REPUBLICAN,2.0
2004,DELAWARE,DE,10,51,11,US PRESIDENT,"NADER, RALPH",INDEPENDENT,False,2153,375190,20210113,,OTHER,3.0
2004,DELAWARE,DE,10,51,11,US PRESIDENT,"BADNARIK, MICHAEL",LIBERTARIAN,False,586,375190,20210113,,LIBERTARIAN,4.0
2004,DELAWARE,DE,10,51,11,US PRESIDENT,"PEROUTKA, MICHAEL",CONSTITUTION PARTY,False,289,375190,20210113,,OTHER,5.0
2004,DELAWARE,DE,10,51,11,US PRESIDENT,"COBB, DAVID",GREEN,False,250,375190,20210113,,OTHER,6.0
2004,DELAWARE,DE,10,51,11,US PRESIDENT,"BROWN, WALT",NATURAL LAW,False,100,375190,20210113,,OTHER,7.0
2004,DISTRICT OF COLUMBIA,DC,11,53,55,US PRESIDENT,"KERRY, JOHN",DEMOCRAT,False,202970,227586,20210113,,DEMOCRAT,1.0
2004,DISTRICT OF COLUMBIA,DC,11,53,55,US PRESIDENT,"BUSH, GEORGE W.",REPUBLICAN,False,21256,227586,20210113,,REPUBLICAN,2.0
2004,DISTRICT OF COLUMBIA,DC,11,53,55,US PRESIDENT,"NADER, RALPH",INDEPENDENT,False,1485,227586,20210113,,OTHER,3.0
2004,DISTRICT OF COLUMBIA,DC,11,53,55,US PRESIDENT,"COBB, DAVID",D.C. STATEHOOD GREEN,False,737,227586,20210113,,OTHER,4.0
2004,DISTRICT OF COLUMBIA,DC,11,53,55,US PRESIDENT,OTHERS,,True,506,227586,20210113,,OTHER,5.0
2004,DISTRICT OF COLUMBIA,DC,11,53,55,US PRESIDENT,"BADNARIK, MICHAEL",LIBERTARIAN,False,502,227586,20210113,,LIBERTARIAN,6.0
2004,DISTRICT OF COLUMBIA,DC,11,53,55,US PRESIDENT,"CALERO, ROGER",SOCIALIST WORKERS,False,130,227586,20210113,,OTHER,7.0
2004,FLORIDA,FL,12,59,43,US PRESIDENT,"BUSH, GEORGE W.",REPUBLICAN,False,3964522,7609810,20210113,,REPUBLICAN,1.0
2004,FLORIDA,FL,12,59,43,US PRESIDENT,"KERRY, JOHN",DEMOCRAT,False,3583544,7609810,20210113,,DEMOCRAT,2.0
2004,FLORIDA,FL,12,59,43,US PRESIDENT,"NADER, RALPH",REFORM PARTY,False,32971,7609810,20210113,,OTHER,3.0
2004,FLORIDA,FL,12,59,43,US PRESIDENT,"BADNARIK, MICHAEL",LIBERTARIAN,False,11996,7609810,20210113,,LIBERTARIAN,4.0
2004,FLORIDA,FL,12,59,43,US PRESIDENT,"PEROUTKA, MICHAEL",CONSTITUTION PARTY OF FLORIDA,False,6626,7609810,20210113,,OTHER,5.0
2004,FLORIDA,FL,12,59,43,US PRESIDENT,"COBB, DAVID",GREEN,False,3917,7609810,20210113,,OTHER,6.0
2004,FLORIDA,FL,12,59,43,US PRESIDENT,"BROWN, WALT",SOCIALIST PARTY OF FLORIDA,False,3502,7609810,20210113,,OTHER,7.0
2004,FLORIDA,FL,12,59,43,US PRESIDENT,"CALERO, ROGER",SOCIALIST WORKERS,False,2732,7609810,20210113,,OTHER,8.0
2004,GEORGIA,GA,13,58,44,US PRESIDENT,"BUSH, GEORGE W.",REPUBLICAN,False,1914254,3301875,20210113,,REPUBLICAN,1.0
2004,GEORGIA,GA,13,58,44,US PRESIDENT,"KERRY, JOHN",DEMOCRAT,False,1366149,3301875,20210113,,DEMOCRAT,2.0
2004,GEORGIA,GA,13,58,44,US PRESIDENT,"BADNARIK, MICHAEL",LIBERTARIAN,False,18387,3301875,20210113,,LIBERTARIAN,3.0
2004,GEORGIA,GA,13,58,44,US PRESIDENT,OTHER,,True,3085,3301875,20210113,,OTHER,4.0
2004,HAWAII,HI,15,95,82,US PRESIDENT,"KERRY, JOHN",DEMOCRAT,False,231708,429013,20210113,,DEMOCRAT,1.0
2004,HAWAII,HI,15,95,82,US PRESIDENT,"BUSH, GEORGE W.",REPUBLICAN,False,194191,429013,20210113,,REPUBLICAN,2.0
2004,HAWAII,HI,15,95,82,US PRESIDENT,"COBB, DAVID",GREEN,False,1737,429013,20210113,,OTHER,3.0
2004,HAWAII,HI,15,95,82,US PRESIDENT,"BADNARIK, MICHAEL",LIBERTARIAN,False,1377,429013,20210113,,LIBERTARIAN,4.0
2004,IDAHO,ID,16,82,63,US PRESIDENT,"BUSH, GEORGE W.",REPUBLICAN,False,409235,598376,20210113,,REPUBLICAN,1.0
2004,IDAHO,ID,16,82,63,US PRESIDENT,"KERRY, JOHN",DEMOCRAT,False,181098,598376,20210113,,DEMOCRAT,2.0
2004,IDAHO,ID,16,82,63,US PRESIDENT,"BADNARIK, MICHAEL",LIBERTARIAN,False,3844,598376,20210113,,LIBERTARIAN,3.0
2004,IDAHO,ID,16,82,63,US PRESIDENT,"PEROUTKA, MICHAEL",CONSTITUTION PARTY,False,3084,598376,20210113,,OTHER,4.0
2004,IDAHO,ID,16,82,63,US PRESIDENT,"NADER, RALPH",INDEPENDENT,False,1115,598376,20210113,,OTHER,5.0
2004,ILLINOIS,IL,17,33,21,US PRESIDENT,"KERRY, JOHN",DEMOCRAT,False,2891550,5274322,20210113,,DEMOCRAT,1.0
2004,ILLINOIS,IL,17,33,21,US PRESIDENT,"BUSH, GEORGE W.",REPUBLICAN,False,2345946,5274322,20210113,,REPUBLICAN,2.0
2004,ILLINOIS,IL,17,33,21,US PRESIDENT,"BADNARIK, MICHAEL",LIBERTARIAN,False,32442,5274322,20210113,,LIBERTARIAN,3.0
2004,ILLINOIS,IL,17,33,21,US PRESIDENT,OTHER,,True,4384,5274322,20210113,,OTHER,4.0
2004,INDIANA,IN,18,32,22,US PRESIDENT,"BUSH, GEORGE W.",REPUBLICAN,False,1479438,2468002,20210113,,REPUBLICAN,1.0
2004,INDIANA,IN,18,32,22,US PRESIDENT,"KERRY, JOHN",DEMOCRAT,False,969011,2468002,20210113,,DEMOCRAT,2.0
2004,INDIANA,IN,18,32,22,US PRESIDENT,"BADNARIK, MICHAEL",LIBERTARIAN,False,18058,2468002,20210113,,LIBERTARIAN,3.0
2004,INDIANA,IN,18,32,22,US PRESIDENT,OTHER,,True,1495,2468002,20210113,,OTHER,4.0
2004,IOWA,IA,19,42,31,US PRESIDENT,"BUSH, GEORGE W.",REPUBLICAN,False,751957,1506908,20210113,,REPUBLICAN,1.0
2004,IOWA,IA,19,42,31,US PRESIDENT,"KERRY, JOHN",DEMOCRAT,False,741898,1506908,20210113,,DEMOCRAT,2.0
2004,IOWA,IA,19,42,31,US PRESIDENT,OTHER,,False,6149,1506908,20210113,,OTHER,3.0
2004,IOWA,IA,19,42,31,US PRESIDENT,"BADNARIK, MICHAEL",LIBERTARIAN,False,2992,1506908,20210113,,LIBERTARIAN,4.0
2004,IOWA,IA,19,42,31,US PRESIDENT,"PEROUTKA, MICHAEL",CONSTITUTION PARTY,False,1304,1506908,20210113,,OTHER,5.0
2004,IOWA,IA,19,42,31,US PRESIDENT,"COBB, DAVID",GREEN,False,1141,1506908,20210113,,OTHER,6.0
2004,IOWA,IA,19,42,31,US PRESIDENT,OTHER,,True,1094,1506908,20210113,,OTHER,7.0
2004,IOWA,IA,19,42,31,US PRESIDENT,"CALERO, ROGER",SOCIALIST WORKERS,False,373,1506908,20210113,,OTHER,8.0
2004,KANSAS,KS,20,47,32,US PRESIDENT,"BUSH, GEORGE W.",REPUBLICAN,False,736456,1187756,20210113,,REPUBLICAN,1.0
2004,KANSAS,KS,20,47,32,US PRESIDENT,"KERRY, JOHN",DEMOCRAT,False,434993,1187756,20210113,,DEMOCRAT,2.0
2004,KANSAS,KS,20,47,32,US PRESIDENT,"NADER, RALPH",REFORM PARTY,False,9348,1187756,20210113,,OTHER,3.0
2004,KANSAS,KS,20,47,32,US PRESIDENT,"BADNARIK, MICHAEL",LIBERTARIAN,False,4013,1187756,20210113,,LIBERTARIAN,4.0
2004,KANSAS,KS,20,47,32,US PRESIDENT,"PEROUTKA, MICHAEL",INDEPENDENT,False,2899,1187756,20210113,,OTHER,5.0
2004,KANSAS,KS,20,47,32,US PRESIDENT,OTHER,,True,47,1187756,20210113,,OTHER,6.0
2004,KENTUCKY,KY,21,61,51,US PRESIDENT,"BUSH, GEORGE W.",REPUBLICAN,False,1069439,1795882,20210113,,REPUBLICAN,1.0
2004,KENTUCKY,KY,21,61,51,US PRESIDENT,"KERRY, JOHN",DEMOCRAT,False,712733,1795882,20210113,,DEMOCRAT,2.0
2004,KENTUCKY,KY,21,61,51,US PRESIDENT,"NADER, RALPH",INDEPENDENT,False,8856,1795882,20210113,,OTHER,3.0
2004,KENTUCKY,KY,21,61,51,US PRESIDENT,"BADNARIK, MICHAEL",LIBERTARIAN,False,2619,1795882,20210113,,LIBERTARIAN,4.0
2004,KENTUCKY,KY,21,61,51,US PRESIDENT,"PEROUTKA, MICHAEL",CONSTITUTION PARTY,False,2213,1795882,20210113,,OTHER,5.0
2004,KENTUCKY,KY,21,61,51,US PRESIDENT,OTHER,,True,22,1795882,20210113,,OTHER,6.0
2004,LOUISIANA,LA,22,72,45,US PRESIDENT,"BUSH, GEORGE W.",REPUBLICAN,False,1102169,1943106,20210113,,REPUBLICAN,1.0
2004,LOUISIANA,LA,22,72,45,US PRESIDENT,"KERRY, JOHN",DEMOCRAT,False,820299,1943106,20210113,,DEMOCRAT,2.0
2004,LOUISIANA,LA,22,72,45,US PRESIDENT,"NADER, RALPH",INDEPENDENT,False,7032,1943106,20210113,,OTHER,3.0
2004,LOUISIANA,LA,22,72,45,US PRESIDENT,"PEROUTKA, MICHAEL",CONSTITUTION PARTY,False,5203,1943106,20210113,,OTHER,4.0
2004,LOUISIANA,LA,22,72,45,US PRESIDENT,"BADNARIK, MICHAEL",LIBERTARIAN,False,2781,1943106,20210113,,LIBERTARIAN,5.0
2004,LOUISIANA,LA,22,72,45,US PRESIDENT,"BROWN, WALT",PROTECTING WORKING FAMILIES,False,1795,1943106,20210113,,OTHER,6.0
2004,LOUISIANA,LA,22,72,45,US PRESIDENT,"AMONDSON, GENE",PROHIBITION,False,1566,1943106,20210113,,OTHER,7.0
2004,LOUISIANA,LA,22,72,45,US PRESIDENT,"COBB, DAVID",GREEN,False,1276,1943106,20210113,,OTHER,8.0
2004,LOUISIANA,LA,22,72,45,US PRESIDENT,"CALERO, ROGER",SOCIALIST,False,985,1943106,20210113,,OTHER,9.0
2004,MAINE,ME,23,11,2,US PRESIDENT,"KERRY, JOHN",DEMOCRAT,False,396842,740752,20210113,,DEMOCRAT,1.0
2004,MAINE,ME,23,11,2,US PRESIDENT,"BUSH, GEORGE W.",REPUBLICAN,False,330201,740752,20210113,,REPUBLICAN,2.0
2004,MAINE,ME,23,11,2,US PRESIDENT,"THE BETTER LIFE,",INDEPENDENT,False,8069,740752,20210113,,OTHER,3.0
2004,MAINE,ME,23,11,2,US PRESIDENT,"COBB, DAVID",GREEN,False,2936,740752,20210113,,OTHER,4.0
2004,MAINE,ME,23,11,2,US PRESIDENT,"BADNARIK, MICHAEL",LIBERTARIAN,False,1965,740752,20210113,,LIBERTARIAN,5.0
2004,MAINE,ME,23,11,2,US PRESIDENT,"PEROUTKA, MICHAEL",CONSTITUTION PARTY,False,735,740752,20210113,,OTHER,6.0
2004,MAINE,ME,23,11,2,US PRESIDENT,BLANK VOTE/SCATTERING,,False,4,740752,20210113,,OTHER,7.0
2004,MARYLAND,MD,24,52,52,US PRESIDENT,"KERRY, JOHN",DEMOCRAT,False,1334493,2384238,20210113,,DEMOCRAT,1.0
2004,MARYLAND,MD,24,52,52,US PRESIDENT,"BUSH, GEORGE W.",REPUBLICAN,False,1024703,2384238,20210113,,REPUBLICAN,2.0
2004,MARYLAND,MD,24,52,52,US PRESIDENT,"NADER, RALPH",POPULIST,False,11854,2384238,20210113,,OTHER,3.0
2004,MARYLAND,MD,24,52,52,US PRESIDENT,"BADNARIK, MICHAEL",LIBERTARIAN,False,6094,2384238,20210113,,LIBERTARIAN,4.0
2004,MARYLAND,MD,24,52,52,US PRESIDENT,"COBB, DAVID",GREEN,False,3632,2384238,20210113,,OTHER,5.0
2004,MARYLAND,MD,24,52,52,US PRESIDENT,"PEROUTKA, MICHAEL",CONSTITUTION PARTY,False,3421,2384238,20210113,,OTHER,6.0
2004,MARYLAND,MD,24,52,52,US PRESIDENT,OTHER,UNAFFILIATED,True,34,2384238,20210113,,OTHER,7.0
2004,MARYLAND,MD,24,52,52,US PRESIDENT,OTHER,DEMOCRAT,True,7,2384238,20210113,,DEMOCRAT,8.0
2004,MASSACHUSETTS,MA,25,14,3,US PRESIDENT,"KERRY, JOHN",DEMOCRAT,False,1803800,2927455,20210113,,DEMOCRAT,1.0
