year,state,state_po,state_fips,state_cen,state_ic,office,candidate,party_detailed,writein,candidatevotes,totalvotes,version,notes,party_simplified,rank
1976,NEW HAMPSHIRE,NH,33,12,4,US PRESIDENT,SCATTERING,,False,603,339627,20210113,,OTHER,5.0
1976,NEW HAMPSHIRE,NH,33,12,4,US PRESIDENT,"LAROUCHE, LYNDON, JR.",U.S. LABOR,False,186,339627,20210113,,OTHER,6.0
1976,NEW HAMPSHIRE,NH,33,12,4,US PRESIDENT,"CAMEJO, PETER",SOCIALIST WORKERS,False,161,339627,20210113,,OTHER,7.0
1976,NEW HAMPSHIRE,NH,33,12,4,US PRESIDENT,"JULIUS """"JULES"""", LEVIN",SOCIALIST LABOR,False,66,339627,20210113,,OTHER,8.0
1976,NEW JERSEY,NJ,34,22,12,US PRESIDENT,"FORD, GERALD",REPUBLICAN,False,1509688,3014472,20210113,,REPUBLICAN,1.0
1976,NEW JERSEY,NJ,34,22,12,US PRESIDENT,"CARTER, JIMMY",DEMOCRAT,False,1444653,3014472,20210113,,DEMOCRAT,2.0
1976,NEW JERSEY,NJ,34,22,12,US PRESIDENT,"MCCARTHY, EUGENE """"GENE""""",INDEPENDENT,False,32717,3014472,20210113,,OTHER,3.0
1976,NEW JERSEY,NJ,34,22,12,US PRESIDENT,"MACBRIDE, ROGER",LIBERTARIAN,False,9449,3014472,20210113,,LIBERTARIAN,4.0
1976,NEW JERSEY,NJ,34,22,12,US PRESIDENT,"MADDOX, LESTER",AMERICAN INDEPENDENT PARTY,False,7716,3014472,20210113,,OTHER,5.0
1976,NEW JERSEY,NJ,34,22,12,US PRESIDENT,"JULIUS """"JULES"""", LEVIN",SOCIALIST LABOR,False,3686,3014472,20210113,,OTHER,6.0
1976,NEW JERSEY,NJ,34,22,12,US PRESIDENT,"HALL, GUS",COMMUNIST PARTY USE,False,1662,3014472,20210113,,OTHER,7.0
1976,NEW JERSEY,NJ,34,22,12,US PRESIDENT,"LAROUCHE, LYNDON, JR.",U.S. LABOR,False,1650,3014472,20210113,,OTHER,8.0
1976,NEW JERSEY,NJ,34,22,12,US PRESIDENT,"CAMEJO, PETER",SOCIALIST WORKERS,False,1184,3014472,20210113,,OTHER,9.0
1976,NEW JERSEY,NJ,34,22,12,US PRESIDENT,"WRIGHT, MARGARET",PEACE & FREEDOM,False,1044,3014472,20210113,,OTHER,10.0
1976,NEW JERSEY,NJ,34,22,12,US PRESIDENT,"BUBAR, BENJAMIN """"BEN""""",PROHIBITION,False,554,3014472,20210113,,OTHER,11.0
1976,NEW JERSEY,NJ,34,22,12,US PRESIDENT,"ZEIDLER, FRANK",SOCIALIST,False,469,3014472,20210113,,OTHER,12.0
1976,NEW MEXICO,NM,35,85,66,US PRESIDENT,"FORD, GERALD",REPUBLICAN,False,211419,416590,20210113,,REPUBLICAN,1.0
1976,NEW MEXICO,NM,35,85,66,US PRESIDENT,"CARTER, JIMMY",DEMOCRAT,False,201148,416590,20210113,,DEMOCRAT,2.0
1976,NEW MEXICO,NM,35,85,66,US PRESIDENT,"CAMEJO, PETER",SOCIALIST WORKERS,False,2462,416590,20210113,,OTHER,3.0
1976,NEW MEXICO,NM,35,85,66,US PRESIDENT,"MACBRIDE, ROGER",LIBERTARIAN,False,1110,416590,20210113,,LIBERTARIAN,4.0
1976,NEW MEXICO,NM,35,85,66,US PRESIDENT,"ZEIDLER, FRANK",SOCIALIST,False,240,416590,20210113,,OTHER,5.0
1976,NEW MEXICO,NM,35,85,66,US PRESIDENT,"BUBAR, BENJAMIN """"BEN""""",PROHIBITION,False,211,416590,20210113,,OTHER,6.0
1976,NEW YORK,NY,36,21,13,US PRESIDENT,"CARTER, JIMMY",DEMOCRAT,False,3244165,6668262,20210113,,DEMOCRAT,1.0
1976,NEW YORK,NY,36,21,13,US PRESIDENT,"FORD, GERALD",REPUBLICAN,False,2825913,6668262,20210113,,REPUBLICAN,2.0
1976,NEW YORK,NY,36,21,13,US PRESIDENT,"FORD, GERALD",CONSERVATIVE,False,274878,6668262,20210113,,OTHER,3.0
1976,NEW YORK,NY,36,21,13,US PRESIDENT,"CARTER, JIMMY",LIBERAL PARTY,False,145393,6668262,20210113,,OTHER,4.0
1976,NEW YORK,NY,36,21,13,US PRESIDENT,OTHER,,False,143037,6668262,20210113,,OTHER,5.0
1976,NEW YORK,NY,36,21,13,US PRESIDENT,"MACBRIDE, ROGER",FREE LIBERTARIAN,False,12197,6668262,20210113,,OTHER,6.0
1976,NEW YORK,NY,36,21,13,US PRESIDENT,"HALL, GUS",COMMUNIST PARTY USE,False,10270,6668262,20210113,,OTHER,7.0
1976,NEW YORK,NY,36,21,13,US PRESIDENT,"CAMEJO, PETER",SOCIALIST WORKERS,False,6996,6668262,20210113,,OTHER,8.0
1976,NEW YORK,NY,36,21,13,US PRESIDENT,"LAROUCHE, LYNDON, JR.",LABOR,False,5413,6668262,20210113,,OTHER,9.0
1976,NORTH CAROLINA,NC,37,56,47,US PRESIDENT,"CARTER, JIMMY",DEMOCRAT,False,927365,1677906,20210113,,DEMOCRAT,1.0
1976,NORTH CAROLINA,NC,37,56,47,US PRESIDENT,"FORD, GERALD",REPUBLICAN,False,741960,1677906,20210113,,REPUBLICAN,2.0
1976,NORTH CAROLINA,NC,37,56,47,US PRESIDENT,"ANDERSON, THOMAS J.",AMERICAN,False,5607,1677906,20210113,,OTHER,3.0
1976,NORTH CAROLINA,NC,37,56,47,US PRESIDENT,"MACBRIDE, ROGER",LIBERTARIAN,False,2219,1677906,20210113,,LIBERTARIAN,4.0
1976,NORTH CAROLINA,NC,37,56,47,US PRESIDENT,"LAROUCHE, LYNDON, JR.",U.S. LABOR,False,755,1677906,20210113,,OTHER,5.0
1976,NORTH DAKOTA,ND,38,44,36,US PRESIDENT,"FORD, GERALD",REPUBLICAN,False,153684,297308,20210113,,REPUBLICAN,1.0
1976,NORTH DAKOTA,ND,38,44,36,US PRESIDENT,"CARTER, JIMMY",DEMOCRAT,False,136078,297308,20210113,,DEMOCRAT,2.0
1976,NORTH DAKOTA,ND,38,44,36,US PRESIDENT,"ANDERSON, THOMAS J.",AMERICAN,False,3698,297308,20210113,,OTHER,3.0
1976,NORTH DAKOTA,ND,38,44,36,US PRESIDENT,"MCCARTHY, EUGENE """"GENE""""",INDEPENDENT,False,2952,297308,20210113,,OTHER,4.0
1976,NORTH DAKOTA,ND,38,44,36,US PRESIDENT,"MADDOX, LESTER",AMERICAN INDEPENDENT PARTY,False,269,297308,20210113,,OTHER,5.0
1976,NORTH DAKOTA,ND,38,44,36,US PRESIDENT,"MACBRIDE, ROGER",LIBERTARIAN,False,256,297308,20210113,,LIBERTARIAN,6.0
1976,NORTH DAKOTA,ND,38,44,36,US PRESIDENT,"LAROUCHE, LYNDON, JR.",U.S. LABOR,False,142,297308,20210113,,OTHER,7.0
1976,NORTH DAKOTA,ND,38,44,36,US PRESIDENT,"HALL, GUS",COMMUNIST PARTY USE,False,85,297308,20210113,,OTHER,8.0
1976,NORTH DAKOTA,ND,38,44,36,US PRESIDENT,"BUBAR, BENJAMIN """"BEN""""",PROHIBITION,False,63,297308,20210113,,OTHER,9.0
1976,NORTH DAKOTA,ND,38,44,36,US PRESIDENT,"CAMEJO, PETER",SOCIALIST WORKERS,False,43,297308,20210113,,OTHER,10.0
1976,NORTH DAKOTA,ND,38,44,36,US PRESIDENT,"ZEIDLER, FRANK",SOCIALIST,False,38,297308,20210113,,OTHER,11.0
1976,OHIO,OH,39,31,24,US PRESIDENT,"CARTER, JIMMY",DEMOCRAT,False,2009959,4110456,20210113,,DEMOCRAT,1.0
1976,OHIO,OH,39,31,24,US PRESIDENT,"FORD, GERALD",REPUBLICAN,False,2000626,4110456,20210113,,REPUBLICAN,2.0
1976,OHIO,OH,39,31,24,US PRESIDENT,"MCCARTHY, EUGENE """"GENE""""",INDEPENDENT,False,58267,4110456,20210113,,OTHER,3.0
1976,OHIO,OH,39,31,24,US PRESIDENT,"MADDOX, LESTER",AMERICAN INDEPENDENT PARTY,False,15508,4110456,20210113,,OTHER,4.0
1976,OHIO,OH,39,31,24,US PRESIDENT,"MACBRIDE, ROGER",LIBERTARIAN,False,8952,4110456,20210113,,LIBERTARIAN,5.0
1976,OHIO,OH,39,31,24,US PRESIDENT,"HALL, GUS",COMMUNIST PARTY USE,False,7817,4110456,20210113,,OTHER,6.0
1976,OHIO,OH,39,31,24,US PRESIDENT,"CAMEJO, PETER",SOCIALIST WORKERS,False,4833,4110456,20210113,,OTHER,7.0
1976,OHIO,OH,39,31,24,US PRESIDENT,"LAROUCHE, LYNDON, JR.",U.S. LABOR,False,4364,4110456,20210113,,OTHER,8.0
1976,OHIO,OH,39,31,24,US PRESIDENT,"JULIUS """"JULES"""", LEVIN",SOCIALIST LABOR,False,68,4110456,20210113,,OTHER,9.0
1976,OHIO,OH,39,31,24,US PRESIDENT,"BUBAR, BENJAMIN """"BEN""""",PROHIBITION,False,62,4110456,20210113,,OTHER,10.0
1976,OKLAHOMA,OK,40,73,53,US PRESIDENT,"FORD, GERALD",REPUBLICAN,False,545708,1092251,20210113,,REPUBLICAN,1.0
1976,OKLAHOMA,OK,40,73,53,US PRESIDENT,"CARTER, JIMMY",DEMOCRAT,False,532442,1092251,20210113,,DEMOCRAT,2.0
1976,OKLAHOMA,OK,40,73,53,US PRESIDENT,"MCCARTHY, EUGENE """"GENE""""",INDEPENDENT,False,14101,1092251,20210113,,OTHER,3.0
1976,OREGON,OR,41,92,72,US PRESIDENT,"FORD, GERALD",REPUBLICAN,False,492120,1029876,20210113,,REPUBLICAN,1.0
1976,OREGON,OR,41,92,72,US PRESIDENT,"CARTER, JIMMY",DEMOCRAT,False,490407,1029876,20210113,,DEMOCRAT,2.0
1976,OREGON,OR,41,92,72,US PRESIDENT,"MCCARTHY, EUGENE """"GENE""""",INDEPENDENT,False,40207,1029876,20210113,,OTHER,3.0
1976,OREGON,OR,41,92,72,US PRESIDENT,,,True,6107,1029876,20210113,,OTHER,4.0
1976,OREGON,OR,41,92,72,US PRESIDENT,"ANDERSON, THOMAS J.",AMERICAN,False,1035,1029876,20210113,,OTHER,5.0
1976,PENNSYLVANIA,PA,42,23,14,US PRESIDENT,"CARTER, JIMMY",DEMOCRAT,False,2328677,4620787,20210113,,DEMOCRAT,1.0
1976,PENNSYLVANIA,PA,42,23,14,US PRESIDENT,"FORD, GERALD",REPUBLICAN,False,2205604,4620787,20210113,,REPUBLICAN,2.0
1976,PENNSYLVANIA,PA,42,23,14,US PRESIDENT,"MCCARTHY, EUGENE """"GENE""""",MCCARTHY '76,False,50584,4620787,20210113,,OTHER,3.0
1976,PENNSYLVANIA,PA,42,23,14,US PRESIDENT,"MADDOX, LESTER",CONSTITUTION PARTY,False,25344,4620787,20210113,,OTHER,4.0
1976,PENNSYLVANIA,PA,42,23,14,US PRESIDENT,"CAMEJO, PETER",SOCIALIST WORKERS,False,3009,4620787,20210113,,OTHER,5.0
1976,PENNSYLVANIA,PA,42,23,14,US PRESIDENT,OTHER,,False,2934,4620787,20210113,,OTHER,6.0
1976,PENNSYLVANIA,PA,42,23,14,US PRESIDENT,"LAROUCHE, LYNDON, JR.",U.S. LABOR,False,2744,4620787,20210113,,OTHER,7.0
1976,PENNSYLVANIA,PA,42,23,14,US PRESIDENT,"HALL, GUS",COMMUNIST PARTY USE,False,1891,4620787,20210113,,OTHER,8.0
1976,RHODE ISLAND,RI,44,15,5,US PRESIDENT,"CARTER, JIMMY",DEMOCRAT,False,227636,410584,20210113,,DEMOCRAT,1.0
1976,RHODE ISLAND,RI,44,15,5,US PRESIDENT,"FORD, GERALD",REPUBLICAN,False,181249,410584,20210113,,REPUBLICAN,2.0
1976,RHODE ISLAND,RI,44,15,5,US PRESIDENT,"MACBRIDE, ROGER",LIBERTARIAN,False,715,410584,20210113,,LIBERTARIAN,3.0
1976,RHODE ISLAND,RI,44,15,5,US PRESIDENT,"CAMEJO, PETER",SOCIALIST WORKERS,False,462,410584,20210113,,OTHER,4.0
1976,RHODE ISLAND,RI,44,15,5,US PRESIDENT,"HALL, GUS",COMMUNIST PARTY USE,False,334,410584,20210113,,OTHER,5.0
1976,RHODE ISLAND,RI,44,15,5,US PRESIDENT,"JULIUS """"JULES"""", LEVIN",SOCIALIST LABOR,False,188,410584,20210113,,OTHER,6.0
1976,SOUTH CAROLINA,SC,45,57,48,US PRESIDENT,"CARTER, JIMMY",DEMOCRAT,False,450807,802583,20210113,,DEMOCRAT,1.0
1976,SOUTH CAROLINA,SC,45,57,48,US PRESIDENT,"FORD, GERALD",REPUBLICAN,False,346149,802583,20210113,,REPUBLICAN,2.0
1976,SOUTH CAROLINA,SC,45,57,48,US PRESIDENT,"ANDERSON, THOMAS J.",AMERICAN,False,2996,802583,20210113,,OTHER,3.0
1976,SOUTH CAROLINA,SC,45,57,48,US PRESIDENT,"MADDOX, LESTER",AMERICAN INDEPENDENT PARTY,False,1950,802583,20210113,,OTHER,4.0
1976,SOUTH CAROLINA,SC,45,57,48,US PRESIDENT,,,True,681,802583,20210113,,OTHER,5.0
1976,SOUTH DAKOTA,SD,46,45,37,US PRESIDENT,"FORD, GERALD",REPUBLICAN,False,151505,300678,20210113,,REPUBLICAN,1.0
1976,SOUTH DAKOTA,SD,46,45,37,US PRESIDENT,"CARTER, JIMMY",DEMOCRAT,False,147068,300678,20210113,,DEMOCRAT,2.0
1976,SOUTH DAKOTA,SD,46,45,37,US PRESIDENT,"MACBRIDE, ROGER",LIBERTARIAN,False,1619,300678,20210113,,LIBERTARIAN,3.0
1976,SOUTH DAKOTA,SD,46,45,37,US PRESIDENT,"HALL, GUS",COMMUNIST PARTY USE,False,318,300678,20210113,,OTHER,4.0
1976,SOUTH DAKOTA,SD,46,45,37,US PRESIDENT,"CAMEJO, PETER",SOCIALIST WORKERS,False,168,300678,20210113,,OTHER,5.0
1976,TENNESSEE,TN,47,62,54,US PRESIDENT,"CARTER, JIMMY",DEMOCRAT,False,825879,1476346,20210113,,DEMOCRAT,1.0
1976,TENNESSEE,TN,47,62,54,US PRESIDENT,"FORD, GERALD",REPUBLICAN,False,633969,1476346,20210113,,REPUBLICAN,2.0
1976,TENNESSEE,TN,47,62,54,US PRESIDENT,"ANDERSON, THOMAS J.",INDEPENDENT,False,5769,1476346,20210113,,OTHER,3.0
1976,TENNESSEE,TN,47,62,54,US PRESIDENT,"MCCARTHY, EUGENE """"GENE""""",INDEPENDENT,False,5004,1476346,20210113,,OTHER,4.0
1976,TENNESSEE,TN,47,62,54,US PRESIDENT,"MADDOX, LESTER",INDEPENDENT,False,2303,1476346,20210113,,OTHER,5.0
1976,TENNESSEE,TN,47,62,54,US PRESIDENT,"MACBRIDE, ROGER",INDEPENDENT,False,1375,1476346,20210113,,OTHER,6.0
1976,TENNESSEE,TN,47,62,54,US PRESIDENT,"HALL, GUS",INDEPENDENT,False,547,1476346,20210113,,OTHER,7.0
1976,TENNESSEE,TN,47,62,54,US PRESIDENT,"LAROUCHE, LYNDON, JR.",INDEPENDENT,False,512,1476346,20210113,,OTHER,8.0
1976,TENNESSEE,TN,47,62,54,US PRESIDENT,"BUBAR, BENJAMIN """"BEN""""",INDEPENDENT,False,442,1476346,20210113,,OTHER,9.0
1976,TENNESSEE,TN,47,62,54,US PRESIDENT,,INDEPENDENT,False,316,1476346,20210113,,OTHER,10.0
1976,TENNESSEE,TN,47,62,54,US PRESIDENT,,,True,230,1476346,20210113,,OTHER,11.0
1976,TEXAS,TX,48,74,49,US PRESIDENT,"CARTER, JIMMY",DEMOCRAT,False,2082319,4071884,20210113,,DEMOCRAT,1.0
1976,TEXAS,TX,48,74,49,US PRESIDENT,"FORD, GERALD",REPUBLICAN,False,1953300,4071884,20210113,,REPUBLICAN,2.0
1976,TEXAS,TX,48,74,49,US PRESIDENT,"MCCARTHY, EUGENE """"GENE""""",INDEPENDENT,False,20118,4071884,20210113,,OTHER,3.0
1976,TEXAS,TX,48,74,49,US PRESIDENT,"ANDERSON, THOMAS J.",AMERICAN,False,11442,4071884,20210113,,OTHER,4.0
1976,TEXAS,TX,48,74,49,US PRESIDENT,,,True,2982,4071884,20210113,,OTHER,5.0
1976,TEXAS,TX,48,74,49,US PRESIDENT,"CAMEJO, PETER",SOCIALIST WORKERS,False,1723,4071884,20210113,,OTHER,6.0
1976,UTAH,UT,49,87,67,US PRESIDENT,"FORD, GERALD",REPUBLICAN,False,337908,541218,20210113,,REPUBLICAN,1.0
1976,UTAH,UT,49,87,67,US PRESIDENT,"CARTER, JIMMY",DEMOCRAT,False,182110,541218,20210113,,DEMOCRAT,2.0
1976,UTAH,UT,49,87,67,US PRESIDENT,"ANDERSON, THOMAS J.",AMERICAN,False,13304,541218,20210113,,OTHER,3.0
1976,UTAH,UT,49,87,67,US PRESIDENT,"MCCARTHY, EUGENE """"GENE""""",INDEPENDENT,False,3907,541218,20210113,,OTHER,4.0
1976,UTAH,UT,49,87,67,US PRESIDENT,"MACBRIDE, ROGER",LIBERAL PARTY,False,2438,541218,20210113,,OTHER,5.0
1976,UTAH,UT,49,87,67,US PRESIDENT,"MADDOX, LESTER",CONCERNED CITIZENS,False,1162,541218,20210113,,OTHER,6.0
1976,UTAH,UT,49,87,67,US PRESIDENT,"CAMEJO, PETER",INDEPENDENT,False,268,541218,20210113,,OTHER,7.0
1976,UTAH,UT,49,87,67,US PRESIDENT,"HALL, GUS",INDEPENDENT,False,121,541218,20210113,,OTHER,8.0
1976,VERMONT,VT,50,13,6,US PRESIDENT,"FORD, GERALD",REPUBLICAN,False,100387,183902,20210113,,REPUBLICAN,1.0
1976,VERMONT,VT,50,13,6,US PRESIDENT,"CARTER, JIMMY",DEMOCRAT,False,77798,183902,20210113,,DEMOCRAT,2.0
1976,VERMONT,VT,50,13,6,US PRESIDENT,"MCCARTHY, EUGENE """"GENE""""",INDEPENDENT,False,4001,183902,20210113,,OTHER,3.0
1976,VERMONT,VT,50,13,6,US PRESIDENT,OTHER,,False,1090,183902,20210113,,OTHER,4.0
1976,VERMONT,VT,50,13,6,US PRESIDENT,"CAMEJO, PETER",SOCIALIST WORKERS,False,430,183902,20210113,,OTHER,5.0
1976,VERMONT,VT,50,13,6,US PRESIDENT,"LAROUCHE, LYNDON, JR.",U.S. LABOR,False,196,183902,20210113,,OTHER,6.0
1976,VIRGINIA,VA,51,54,40,US PRESIDENT,"FORD, GERALD",REPUBLICAN,False,836554,1697094,20210113,,REPUBLICAN,1.0
1976,VIRGINIA,VA,51,54,40,US PRESIDENT,"CARTER, JIMMY",DEMOCRAT,False,813896,1697094,20210113,,DEMOCRAT,2.0
1976,VIRGINIA,VA,51,54,40,US PRESIDENT,"CAMEJO, PETER",SOCIALIST WORKERS,False,17802,1697094,20210113,,OTHER,3.0
1976,VIRGINIA,VA,51,54,40,US PRESIDENT,"ANDERSON, THOMAS J.",AMERICAN,False,16686,1697094,20210113,,OTHER,4.0
1976,VIRGINIA,VA,51,54,40,US PRESIDENT,"LAROUCHE, LYNDON, JR.",U.S. LABOR,False,7508,1697094,20210113,,OTHER,5.0
1976,VIRGINIA,VA,51,54,40,US PRESIDENT,"MACBRIDE, ROGER",LIBERTARIAN,False,4648,1697094,20210113,,LIBERTARIAN,6.0
1976,WASHINGTON,WA,53,91,73,US PRESIDENT,"FORD, GERALD",REPUBLICAN,False,777732,1555534,20210113,,REPUBLICAN,1.0
1976,WASHINGTON,WA,53,91,73,US PRESIDENT,"CARTER, JIMMY",DEMOCRAT,False,717323,1555534,20210113,,DEMOCRAT,2.0
1976,WASHINGTON,WA,53,91,73,US PRESIDENT,"MCCARTHY, EUGENE """"GENE""""",INDEPENDENT,False,36986,1555534,20210113,,OTHER,3.0
1976,WASHINGTON,WA,53,91,73,US PRESIDENT,"MADDOX, LESTER",AMERICAN INDEPENDENT PARTY,False,8585,1555534,20210113,,OTHER,4.0
1976,WASHINGTON,WA,53,91,73,US PRESIDENT,OTHER,,False,5482,1555534,20210113,,OTHER,5.0
1976,WASHINGTON,WA,53,91,73,US PRESIDENT,"MACBRIDE, ROGER",LIBERTARIAN,False,5042,1555534,20210113,,LIBERTARIAN,6.0
1976,WASHINGTON,WA,53,91,73,US PRESIDENT,"ANDERSON, THOMAS J.",CONSTITUTION PARTY,False,1046,1555534,20210113,,OTHER,7.0
1976,WASHINGTON,WA,53,91,73,US PRESIDENT,"CAMEJO, PETER",SOCIALIST WORKERS,False,905,1555534,20210113,,OTHER,8.0
1976,WASHINGTON,WA,53,91,73,US PRESIDENT,"LAROUCHE, LYNDON, JR.",U.S. LABOR,False,903,1555534,20210113,,OTHER,9.0
1976,WASHINGTON,WA,53,91,73,US PRESIDENT,"HALL, GUS",COMMUNIST PARTY USE,False,817,1555534,20210113,,OTHER,10.0
1976,WASHINGTON,WA,53,91,73,US PRESIDENT,"JULIUS """"JULES"""", LEVIN",SOCIALIST LABOR,False,713,1555534,20210113,,OTHER,11.0
1976,WEST VIRGINIA,WV,54,55,56,US PRESIDENT,"CARTER, JIMMY",DEMOCRAT,False,435864,750590,20210113,,DEMOCRAT,1.0
1976,WEST VIRGINIA,WV,54,55,56,US PRESIDENT,"FORD, GERALD",REPUBLICAN,False,314726,750590,20210113,,REPUBLICAN,2.0
1976,WISCONSIN,WI,55,35,25,US PRESIDENT,"CARTER, JIMMY",DEMOCRAT,False,1040232,2101336,20210113,,DEMOCRAT,1.0
1976,WISCONSIN,WI,55,35,25,US PRESIDENT,"FORD, GERALD",REPUBLICAN,False,1004987,2101336,20210113,,REPUBLICAN,2.0
1976,WISCONSIN,WI,55,35,25,US PRESIDENT,"MCCARTHY, EUGENE """"GENE""""",INDEPENDENT,False,34943,2101336,20210113,,OTHER,3.0
1976,WISCONSIN,WI,55,35,25,US PRESIDENT,"MADDOX, LESTER",AMERICAN INDEPENDENT PARTY,False,8552,2101336,20210113,,OTHER,4.0
1976,WISCONSIN,WI,55,35,25,US PRESIDENT,"ZEIDLER, FRANK",SOCIALIST,False,4298,2101336,20210113,,OTHER,5.0
1976,WISCONSIN,WI,55,35,25,US PRESIDENT,"MACBRIDE, ROGER",LIBERTARIAN,False,3814,2101336,20210113,,LIBERTARIAN,6.0
1976,WISCONSIN,WI,55,35,25,US PRESIDENT,OTHER,,False,2430,2101336,20210113,,OTHER,7.0
1976,WISCONSIN,WI,55,35,25,US PRESIDENT,"CAMEJO, PETER",SOCIALIST WORKERS,False,1691,2101336,20210113,,OTHER,8.0
1976,WISCONSIN,WI,55,35,25,US PRESIDENT,"JULIUS """"JULES"""", LEVIN",SOCIALIST LABOR,False,389,2101336,20210113,,OTHER,9.0
1976,WYOMING,WY,56,83,68,US PRESIDENT,"FORD, GERALD",REPUBLICAN,False,92717,156343,20210113,,REPUBLICAN,1.0
1976,WYOMING,WY,56,83,68,US PRESIDENT,"CARTER, JIMMY",DEMOCRAT,False,62239,156343,20210113,,DEMOCRAT,2.0
1976,WYOMING,WY,56,83,68,US PRESIDENT,,,True,1387,156343,20210113,,OTHER,3.0
1980,ALABAMA,AL,1,63,41,US PRESIDENT,"REAGAN, RONALD",REPUBLICAN,False,654192,1341929,20210113,,REPUBLICAN,1.0
1980,ALABAMA,AL,1,63,41,US PRESIDENT,"CARTER, JIMMY",DEMOCRAT,False,636730,1341929,20210113,,DEMOCRAT,2.0
1980,ALABAMA,AL,1,63,41,US PRESIDENT,"ANDERSON, JOHN B.",INDEPENDENT,False,16481,1341929,20210113,,OTHER,3.0
1980,ALABAMA,AL,1,63,41,US PRESIDENT,"RARICK, JOHN",CONSERVATIVE,False,15010,1341929,20210113,,OTHER,4.0
1980,ALABAMA,AL,1,63,41,US PRESIDENT,"CLARK, EDWARD """"ED""""",LIBERTARIAN,False,13318,1341929,20210113,,LIBERTARIAN,5.0
1980,ALABAMA,AL,1,63,41,US PRESIDENT,"BUBAR, BENJAMIN """"BEN""""",STATESMAN,False,1743,1341929,20210113,,OTHER,6.0
1980,ALABAMA,AL,1,63,41,US PRESIDENT,"HALL, GUS",COMMUNIST PARTY USE,False,1629,1341929,20210113,,OTHER,7.0
1980,ALABAMA,AL,1,63,41,US PRESIDENT,"DEBERRY, CLIFTON",SOCIALIST WORKERS,False,1303,1341929,20210113,,OTHER,8.0
1980,ALABAMA,AL,1,63,41,US PRESIDENT,"MCREYNOLDS, DAVID",SOCIALIST,False,1006,1341929,20210113,,OTHER,9.0
1980,ALABAMA,AL,1,63,41,US PRESIDENT,"COMMONER, BARRY",CITIZENS,False,517,1341929,20210113,,OTHER,10.0
1980,ALASKA,AK,2,94,81,US PRESIDENT,"REAGAN, RONALD",REPUBLICAN,False,86112,158445,20210113,,REPUBLICAN,1.0
1980,ALASKA,AK,2,94,81,US PRESIDENT,"CARTER, JIMMY",DEMOCRAT,False,41842,158445,20210113,,DEMOCRAT,2.0
1980,ALASKA,AK,2,94,81,US PRESIDENT,"CLARK, EDWARD """"ED""""",LIBERTARIAN,False,18479,158445,20210113,,LIBERTARIAN,3.0
1980,ALASKA,AK,2,94,81,US PRESIDENT,"ANDERSON, JOHN B.",INDEPENDENT,False,11155,158445,20210113,,OTHER,4.0
1980,ALASKA,AK,2,94,81,US PRESIDENT,,,True,857,158445,20210113,,OTHER,5.0
1980,ARIZONA,AZ,4,86,61,US PRESIDENT,"REAGAN, RONALD",REPUBLICAN,False,529688,873945,20210113,,REPUBLICAN,1.0
1980,ARIZONA,AZ,4,86,61,US PRESIDENT,"CARTER, JIMMY",DEMOCRAT,False,246843,873945,20210113,,DEMOCRAT,2.0
1980,ARIZONA,AZ,4,86,61,US PRESIDENT,"ANDERSON, JOHN B.",INDEPENDENT,False,76952,873945,20210113,,OTHER,3.0
1980,ARIZONA,AZ,4,86,61,US PRESIDENT,"CLARK, EDWARD """"ED""""",LIBERTARIAN,False,18784,873945,20210113,,LIBERTARIAN,4.0
1980,ARIZONA,AZ,4,86,61,US PRESIDENT,"DEBERRY, CLIFTON",SOCIALIST WORKERS,False,1100,873945,20210113,,OTHER,5.0
1980,ARIZONA,AZ,4,86,61,US PRESIDENT,"COMMONER, BARRY",CITIZENS,False,551,873945,20210113,,OTHER,6.0
1980,ARIZONA,AZ,4,86,61,US PRESIDENT,"HALL, GUS",COMMUNIST PARTY USE,False,25,873945,20210113,,OTHER,7.0
1980,ARIZONA,AZ,4,86,61,US PRESIDENT,"GRISWOLD, DEIRDRE",WORKERS WORLD,False,2,873945,20210113,,OTHER,8.0
1980,ARKANSAS,AR,5,71,42,US PRESIDENT,"REAGAN, RONALD",REPUBLICAN,False,403164,837582,20210113,,REPUBLICAN,1.0
1980,ARKANSAS,AR,5,71,42,US PRESIDENT,"CARTER, JIMMY",DEMOCRAT,False,398041,837582,20210113,,DEMOCRAT,2.0
1980,ARKANSAS,AR,5,71,42,US PRESIDENT,"ANDERSON, JOHN B.",INDEPENDENT,False,22468,837582,20210113,,OTHER,3.0
1980,ARKANSAS,AR,5,71,42,US PRESIDENT,"CLARK, EDWARD """"ED""""",LIBERTARIAN,False,8970,837582,20210113,,LIBERTARIAN,4.0
1980,ARKANSAS,AR,5,71,42,US PRESIDENT,"COMMONER, BARRY",CITIZENS,False,2345,837582,20210113,,OTHER,5.0
1980,ARKANSAS,AR,5,71,42,US PRESIDENT,"BUBAR, BENJAMIN """"BEN""""",STATESMAN,False,1350,837582,20210113,,OTHER,6.0
1980,ARKANSAS,AR,5,71,42,US PRESIDENT,"HALL, GUS",COMMUNIST PARTY USE,False,1244,837582,20210113,,OTHER,7.0
1980,CALIFORNIA,CA,6,93,71,US PRESIDENT,"REAGAN, RONALD",REPUBLICAN,False,4522994,8582938,20210113,,REPUBLICAN,1.0
1980,CALIFORNIA,CA,6,93,71,US PRESIDENT,"CARTER, JIMMY",DEMOCRAT,False,3082943,8582938,20210113,,DEMOCRAT,2.0
