level_0,index,year,state,state_po,state_fips,state_cen,state_ic,office,candidate,party_detailed,writein,candidatevotes,totalvotes,version,notes,party_simplified,rank,second_candidate_votes,margin,relative_margin
1082,3613,2016,NEW MEXICO,NM,35,85,66,US PRESIDENT,"CLINTON, HILLARY",DEMOCRAT,False,385234,798319,20210113,,DEMOCRAT,1.0,319667.0,65567.0,0.08213132845391379
1084,3621,2016,NEW YORK,NY,36,21,13,US PRESIDENT,"CLINTON, HILLARY",DEMOCRAT,False,4379789,7802084,20210113,,DEMOCRAT,1.0,2527142.0,1852647.0,0.23745540294106035
1086,3633,2016,NORTH CAROLINA,NC,37,56,47,US PRESIDENT,"TRUMP, DONALD J.",REPUBLICAN,False,2362631,4741564,20210113,,REPUBLICAN,1.0,2189316.0,173315.0,0.0365522852797094
1088,3638,2016,NORTH DAKOTA,ND,38,44,36,US PRESIDENT,"TRUMP, DONALD J.",REPUBLICAN,False,216794,344360,20210113,,REPUBLICAN,1.0,93758.0,123036.0,0.3572888837263329
1090,3645,2016,OHIO,OH,39,31,24,US PRESIDENT,"TRUMP, DONALD J.",REPUBLICAN,False,2841005,5496487,20210113,,REPUBLICAN,1.0,2394164.0,446841.0,0.08129574399066167
1092,3650,2016,OKLAHOMA,OK,40,73,53,US PRESIDENT,"TRUMP, DONALD J.",REPUBLICAN,False,949136,1452992,20210113,,REPUBLICAN,1.0,420375.0,528761.0,0.3639118453508347
1094,3653,2016,OREGON,OR,41,92,72,US PRESIDENT,"CLINTON, HILLARY",DEMOCRAT,False,1002106,2001336,20210113,,DEMOCRAT,1.0,782403.0,219703.0,0.10977816818365332
1096,3658,2016,PENNSYLVANIA,PA,42,23,14,US PRESIDENT,"TRUMP, DONALD J.",REPUBLICAN,False,2970733,6115402,20210113,,REPUBLICAN,1.0,2926441.0,44292.0,0.007242696391831641
1098,3663,2016,RHODE ISLAND,RI,44,15,5,US PRESIDENT,"CLINTON, HILLARY",DEMOCRAT,False,252525,464144,20210113,,DEMOCRAT,1.0,180543.0,71982.0,0.15508549070977973
1100,3669,2016,SOUTH CAROLINA,SC,45,57,48,US PRESIDENT,"TRUMP, DONALD J.",REPUBLICAN,False,1155389,2103027,20210113,,REPUBLICAN,1.0,855373.0,300016.0,0.14265912896030342
1102,3676,2016,SOUTH DAKOTA,SD,46,45,37,US PRESIDENT,"TRUMP, DONALD J.",REPUBLICAN,False,227721,370093,20210113,,REPUBLICAN,1.0,117458.0,110263.0,0.29793322219009816
1104,3680,2016,TENNESSEE,TN,47,62,54,US PRESIDENT,"TRUMP, DONALD J.",REPUBLICAN,False,1522925,2508027,20210113,,REPUBLICAN,1.0,870695.0,652230.0,0.2600570089556452
1106,3684,2016,TEXAS,TX,48,74,49,US PRESIDENT,"TRUMP, DONALD J.",REPUBLICAN,False,4685047,8969226,20210113,,REPUBLICAN,1.0,3877868.0,807179.0,0.08999427598323423
1108,3689,2016,UTAH,UT,49,87,67,US PRESIDENT,"TRUMP, DONALD J.",REPUBLICAN,False,515211,1131317,20210113,,REPUBLICAN,1.0,310674.0,204537.0,0.18079547995831408
1110,3695,2016,VERMONT,VT,50,13,6,US PRESIDENT,"CLINTON, HILLARY",DEMOCRAT,False,178573,320467,20210113,,DEMOCRAT,1.0,95369.0,83204.0,0.25963359721905843
1112,3704,2016,VIRGINIA,VA,51,54,40,US PRESIDENT,"CLINTON, HILLARY",DEMOCRAT,False,1981473,3982752,20210113,,DEMOCRAT,1.0,1769443.0,212030.0,0.053237058194936564
1114,3710,2016,WASHINGTON,WA,53,91,73,US PRESIDENT,"CLINTON, HILLARY",DEMOCRAT,False,1742718,3317019,20210113,,DEMOCRAT,1.0,1221747.0,520971.0,0.1570599987518914
1116,3718,2016,WEST VIRGINIA,WV,54,55,56,US PRESIDENT,"TRUMP, DONALD J.",REPUBLICAN,False,489371,713051,20210113,,REPUBLICAN,1.0,188794.0,300577.0,0.42153646793847843
1118,3723,2016,WISCONSIN,WI,55,35,25,US PRESIDENT,"TRUMP, DONALD J.",REPUBLICAN,False,1405284,2976150,20210113,,REPUBLICAN,1.0,1382536.0,22748.0,0.0076434319506745296
1120,3732,2016,WYOMING,WY,56,83,68,US PRESIDENT,"TRUMP, DONALD J.",REPUBLICAN,False,174419,258788,20210113,,REPUBLICAN,1.0,55973.0,118446.0,0.4576951017821537
1122,3741,2020,ALABAMA,AL,1,63,41,US PRESIDENT,"TRUMP, DONALD J.",REPUBLICAN,False,1441170,2323282,20210113,,REPUBLICAN,1.0,849624.0,591546.0,0.2546165295474247
1124,3745,2020,ALASKA,AK,2,94,81,US PRESIDENT,"TRUMP, DONALD J.",REPUBLICAN,False,189951,359530,20210113,,REPUBLICAN,1.0,153778.0,36173.0,0.10061190999360275
1126,3752,2020,ARIZONA,AZ,4,86,61,US PRESIDENT,"BIDEN, JOSEPH R. JR",DEMOCRAT,False,1672143,3387326,20210113,,DEMOCRAT,1.0,1661686.0,10457.0,0.0030870958390187423
1128,3771,2020,ARKANSAS,AR,5,71,42,US PRESIDENT,"TRUMP, DONALD J.",REPUBLICAN,False,760647,1219069,20210113,,REPUBLICAN,1.0,423932.0,336715.0,0.27620667903129353
1130,3773,2020,CALIFORNIA,CA,6,93,71,US PRESIDENT,"BIDEN, JOSEPH R. JR",DEMOCRAT,False,11110250,17500881,20210113,,DEMOCRAT,1.0,6006429.0,5103821.0,0.29163223268588595
1132,3784,2020,COLORADO,CO,8,84,62,US PRESIDENT,"BIDEN, JOSEPH R. JR",DEMOCRAT,False,1804352,3279980,20210113,,DEMOCRAT,1.0,1364607.0,439745.0,0.13406941505740888
1134,3807,2020,CONNECTICUT,CT,9,16,1,US PRESIDENT,"BIDEN, JOSEPH R. JR",DEMOCRAT,False,1080831,1823857,20210113,,DEMOCRAT,1.0,714717.0,366114.0,0.20073613227352802
1136,3838,2020,DELAWARE,DE,10,51,11,US PRESIDENT,"BIDEN, JOSEPH R. JR",DEMOCRAT,False,296268,504346,20210113,,DEMOCRAT,1.0,200603.0,95665.0,0.18968129022536115
1138,3842,2020,DISTRICT OF COLUMBIA,DC,11,53,55,US PRESIDENT,"BIDEN, JOSEPH R. JR",DEMOCRAT,True,317323,344356,20210113,,DEMOCRAT,1.0,18586.0,298737.0,0.8675237254469212
1140,3850,2020,FLORIDA,FL,12,59,43,US PRESIDENT,"TRUMP, DONALD J.",REPUBLICAN,False,5668731,11067456,20210113,,REPUBLICAN,1.0,5297045.0,371686.0,0.033583688970617996
1142,3878,2020,GEORGIA,GA,13,58,44,US PRESIDENT,"BIDEN, JOSEPH R. JR",DEMOCRAT,False,2473633,4999960,20210113,,DEMOCRAT,1.0,2461854.0,11779.0,0.0023558188465507726
1144,3881,2020,HAWAII,HI,15,95,82,US PRESIDENT,"BIDEN, JOSEPH R. JR",DEMOCRAT,False,366130,579784,20210113,,DEMOCRAT,1.0,196864.0,169266.0,0.2919466559960261
1146,3890,2020,IDAHO,ID,16,82,63,US PRESIDENT,"TRUMP, DONALD J.",REPUBLICAN,False,554119,868014,20210113,,REPUBLICAN,1.0,287021.0,267098.0,0.3077116267709968
1148,3904,2020,ILLINOIS,IL,17,33,21,US PRESIDENT,"BIDEN, JOSEPH R. JR",DEMOCRAT,False,3471915,6033743,20210113,,DEMOCRAT,1.0,2446891.0,1025024.0,0.16988194558502076
1150,3925,2020,INDIANA,IN,18,32,22,US PRESIDENT,"TRUMP, DONALD J.",REPUBLICAN,False,1729519,3033118,20210113,,REPUBLICAN,1.0,1242416.0,487103.0,0.16059480705992976
1152,3938,2020,IOWA,IA,19,42,31,US PRESIDENT,"TRUMP, DONALD J.",REPUBLICAN,False,897672,1700130,20210113,,REPUBLICAN,1.0,759061.0,138611.0,0.08152964773282043
1154,3950,2020,KANSAS,KS,20,47,32,US PRESIDENT,"TRUMP, DONALD J.",REPUBLICAN,False,771406,1372303,20210113,,REPUBLICAN,1.0,570323.0,201083.0,0.1465295929543257
1156,3953,2020,KENTUCKY,KY,21,61,51,US PRESIDENT,"TRUMP, DONALD J.",REPUBLICAN,False,1326646,2136768,20210113,,REPUBLICAN,1.0,772474.0,554172.0,0.259350570581364
1158,3970,2020,LOUISIANA,LA,22,72,45,US PRESIDENT,"TRUMP, DONALD J.",REPUBLICAN,False,1255776,2148062,20210113,,REPUBLICAN,1.0,856034.0,399742.0,0.18609425612482322
1160,3981,2020,MAINE,ME,23,11,2,US PRESIDENT,"BIDEN, JOSEPH R. JR",DEMOCRAT,False,435072,828305,20210113,,DEMOCRAT,1.0,360737.0,74335.0,0.08974351235354126
1162,3989,2020,MARYLAND,MD,24,52,52,US PRESIDENT,"BIDEN, JOSEPH R. JR",DEMOCRAT,False,1985023,3037030,20210113,,DEMOCRAT,1.0,976414.0,1008609.0,0.3321037329232836
1164,4014,2020,MASSACHUSETTS,MA,25,14,3,US PRESIDENT,"BIDEN, JOSEPH R. JR",DEMOCRAT,False,2382202,3658005,20210113,,DEMOCRAT,1.0,1167202.0,1215000.0,0.33214826114234397
1166,4020,2020,MICHIGAN,MI,26,34,23,US PRESIDENT,"BIDEN, JOSEPH R. JR",DEMOCRAT,False,2804040,5539302,20210113,,DEMOCRAT,1.0,2649852.0,154188.0,0.027835275996867477
1168,4032,2020,MINNESOTA,MN,27,41,33,US PRESIDENT,"BIDEN, JOSEPH R. JR",DEMOCRAT,False,1717077,3277171,20210113,,DEMOCRAT,1.0,1484065.0,233012.0,0.07110156900570645
1170,4042,2020,MISSISSIPPI,MS,28,64,46,US PRESIDENT,"TRUMP, DONALD J.",REPUBLICAN,False,756764,1313759,20210113,,REPUBLICAN,1.0,539398.0,217366.0,0.16545348119403938
1172,4050,2020,MISSOURI,MO,29,43,34,US PRESIDENT,"TRUMP, DONALD J.",REPUBLICAN,False,1718736,3025962,20210113,,REPUBLICAN,1.0,1253014.0,465722.0,0.1539087404270113
1174,4061,2020,MONTANA,MT,30,81,64,US PRESIDENT,"TRUMP, DONALD J.",REPUBLICAN,False,343602,603674,20210113,,REPUBLICAN,1.0,244786.0,98816.0,0.16369099878411195
1176,4067,2020,NEBRASKA,NE,31,46,35,US PRESIDENT,"TRUMP, DONALD J.",REPUBLICAN,False,556846,956383,20210113,,REPUBLICAN,1.0,374583.0,182263.0,0.19057532390266244
1178,4073,2020,NEVADA,NV,32,88,65,US PRESIDENT,"BIDEN, JOSEPH R. JR",DEMOCRAT,False,703486,1405376,20210113,,DEMOCRAT,1.0,669890.0,33596.0,0.02390534632724623
1180,4078,2020,NEW HAMPSHIRE,NH,33,12,4,US PRESIDENT,"BIDEN, JOSEPH R. JR",DEMOCRAT,False,424921,806182,20210113,,DEMOCRAT,1.0,365654.0,59267.0,0.07351565775470055
1182,4100,2020,NEW JERSEY,NJ,34,22,12,US PRESIDENT,"BIDEN, JOSEPH R. JR",DEMOCRAT,False,2608335,4549353,20210113,,DEMOCRAT,1.0,1883274.0,725061.0,0.15937672895464475
1184,4109,2020,NEW MEXICO,NM,35,85,66,US PRESIDENT,"BIDEN, JOSEPH R. JR",DEMOCRAT,False,501614,923965,20210113,,DEMOCRAT,1.0,401894.0,99720.0,0.10792616603442771
1186,4113,2020,NEW YORK,NY,36,21,13,US PRESIDENT,"BIDEN, JOSEPH R. JR",DEMOCRAT,False,5230985,8661735,20210113,,DEMOCRAT,1.0,3244798.0,1986187.0,0.22930590695743983
1188,4137,2020,NORTH CAROLINA,NC,37,56,47,US PRESIDENT,"TRUMP, DONALD J.",REPUBLICAN,False,2758773,5524802,20210113,,REPUBLICAN,1.0,2684292.0,74481.0,0.01348120710932265
1190,4144,2020,NORTH DAKOTA,ND,38,44,36,US PRESIDENT,"TRUMP, DONALD J.",REPUBLICAN,False,235595,361819,20210113,,REPUBLICAN,1.0,114902.0,120693.0,0.33357286377995626
1192,4148,2020,OHIO,OH,39,31,24,US PRESIDENT,"TRUMP, DONALD J.",REPUBLICAN,False,3154834,5922202,20210113,,REPUBLICAN,1.0,2679165.0,475669.0,0.08031961760169612
1194,4158,2020,OKLAHOMA,OK,40,73,53,US PRESIDENT,"TRUMP, DONALD J.",REPUBLICAN,False,1020280,1560699,20210113,,REPUBLICAN,1.0,503890.0,516390.0,0.3308709751207632
1196,4165,2020,OREGON,OR,41,92,72,US PRESIDENT,"BIDEN, JOSEPH R. JR",DEMOCRAT,False,1340383,2374321,20210113,,DEMOCRAT,1.0,958448.0,381935.0,0.1608607260770553
1198,4171,2020,PENNSYLVANIA,PA,42,23,14,US PRESIDENT,"BIDEN, JOSEPH R. JR",DEMOCRAT,False,3458229,6915283,20210113,,DEMOCRAT,1.0,3377674.0,80555.0,0.01164883635275664
1200,4173,2020,RHODE ISLAND,RI,44,15,5,US PRESIDENT,"BIDEN, JOSEPH R. JR",DEMOCRAT,False,307486,516990,20210113,,DEMOCRAT,1.0,199922.0,107564.0,0.20805818294357725
1202,4181,2020,SOUTH CAROLINA,SC,45,57,48,US PRESIDENT,"TRUMP, DONALD J.",REPUBLICAN,False,1385103,2514096,20210113,,REPUBLICAN,1.0,1091541.0,293562.0,0.11676642419382553
1204,4185,2020,SOUTH DAKOTA,SD,46,45,37,US PRESIDENT,"TRUMP, DONALD J.",REPUBLICAN,False,261043,422609,20210113,,REPUBLICAN,1.0,150471.0,110572.0,0.26164137536114945
1206,4188,2020,TENNESSEE,TN,47,62,54,US PRESIDENT,"TRUMP, DONALD J.",REPUBLICAN,False,1852475,3053851,20210113,,REPUBLICAN,1.0,1143711.0,708764.0,0.23208859895260117
1208,4201,2020,TEXAS,TX,48,74,49,US PRESIDENT,"TRUMP, DONALD J.",REPUBLICAN,False,5890347,11315056,20210113,,REPUBLICAN,1.0,5259126.0,631221.0,0.05578593689682137
1210,4222,2020,UTAH,UT,49,87,67,US PRESIDENT,"TRUMP, DONALD J.",REPUBLICAN,False,865140,1488289,20210113,,REPUBLICAN,1.0,560282.0,304858.0,0.20483790446613528
1212,4228,2020,VERMONT,VT,50,13,6,US PRESIDENT,"BIDEN, JOSEPH R. JR",DEMOCRAT,False,242820,370968,20210113,,DEMOCRAT,1.0,112704.0,130116.0,0.3507472342627936
1214,4252,2020,VIRGINIA,VA,51,54,40,US PRESIDENT,"BIDEN, JOSEPH R. JR",DEMOCRAT,False,2413568,4460524,20210113,,DEMOCRAT,1.0,1962430.0,451138.0,0.10114013510520288
1216,4256,2020,WASHINGTON,WA,53,91,73,US PRESIDENT,"BIDEN, JOSEPH R. JR",DEMOCRAT,False,2369612,4087631,20210113,,DEMOCRAT,1.0,1584651.0,784961.0,0.19203323391959792
1218,4264,2020,WEST VIRGINIA,WV,54,55,56,US PRESIDENT,"TRUMP, DONALD J.",REPUBLICAN,False,545382,794652,20210113,,REPUBLICAN,1.0,235984.0,309398.0,0.38935030680096444
1220,4267,2020,WISCONSIN,WI,55,35,25,US PRESIDENT,"BIDEN, JOSEPH R. JR",DEMOCRAT,False,1630866,3298041,20210113,,DEMOCRAT,1.0,1610184.0,20682.0,0.006270995418189162
1222,4281,2020,WYOMING,WY,56,83,68,US PRESIDENT,"TRUMP, DONALD J.",REPUBLICAN,False,193559,278503,20210113,,REPUBLICAN,1.0,73491.0,120068.0,0.4311192339041231
